,0
0,24.89298021335704
1,27.703156098661594
2,26.9539795952167
3,30.003560108556442
4,30.977065988888715
5,29.360882706483235
6,27.86078445509607
7,26.492082915269304
8,25.25223056685395
9,24.1281198277355
10,23.763977326947042
11,22.80081237379442
12,22.084872712926018
13,23.685533011933646
14,22.747130983401508
15,21.901015733535363
16,22.787216497656477
17,21.9200776341191
18,21.138918508986457
19,20.44175583707924
20,19.82707192562398
21,21.144395341420267
22,20.48317539127125
23,19.906020354460356
24,19.3998359105406
25,21.450516389521088
26,20.768982595379953
27,20.153919439843005
28,19.6595987644403
29,19.146136032819907
30,18.699236840869972
31,18.293295567482815
32,17.932133598704553
33,17.610647781038992
34,17.333466217440183
35,17.53467146188239
36,17.27194604305796
37,17.912851238585777
38,23.0128216888638
39,22.147510297548298
40,21.365713743782308
41,38.61517499648629
42,36.3795556697951
43,34.32295814497998
44,32.43488521401068
45,32.866689475740515
46,31.129377186415972
47,34.34441078288857
48,34.01251877355674
49,32.158153845107286
50,32.60648333654772
51,31.234460023132822
52,29.61627244261236
53,28.139569573990467
54,26.784966407076414
55,25.545355553774158
56,24.41851165150631
57,24.590363686513353
58,23.59346065708793
59,23.083062719705595
60,33.04656990955505
61,31.582757250175064
62,29.931266876380707
63,41.73409666241202
64,44.34676303613626
65,41.66234813883278
66,39.43629805879006
67,37.14763221830941
68,35.038210414056906
69,33.102499838088896
70,32.141982749008115
71,30.43731346888125
72,28.874379958952954
73,28.457800229119393
74,27.682512004107096
75,26.365037710188158
76,28.38036463414229
77,27.017202779980362
78,25.816664590154602
79,31.047430858715952
80,30.650428411668102
81,31.486871387751425
82,30.591240511243832
83,29.041941907973314
84,31.7840229159309
85,30.137949804047608
86,28.641349069840228
87,29.026066667283168
88,45.22515149955567
89,79.13912789815502
90,99.16852885902655
91,92.47898236422678
92,86.26573496517723
93,80.49602479685635
94,76.22265153438615
95,71.17258342958237
96,67.27281205773497
97,62.87236362007608
98,58.79450356308233
99,55.01592311075751
100,53.87731488247195
101,50.47083250307455
102,54.18046556894611
103,50.748131209601894
104,47.57184512684698
105,44.630753060893234
106,43.225077727233405
107,40.62060359630359
108,38.22180581959218
109,36.018230490806765
110,43.46336823482152
111,40.839776192068484
112,41.01701736358524
113,38.58519284340825
114,36.343776824270634
115,34.28291077843998
116,32.38761170776596
117,30.64913275654672
118,29.735467507658246
119,28.284815864971332
120,26.91637925224992
121,28.281461416789384
122,26.925161067551
123,26.27102561618366
124,25.096505051533477
125,27.375027669182142
126,26.203222929169744
127,32.76327327394534
128,40.30638545684897
129,38.35458241857334
130,36.17013720456324
131,34.25702601250884
132,51.890173939361446
133,57.2523311924075
134,60.12728831495227
135,56.27135402794059
136,52.707528809334974
137,49.561817292933604
138,46.495230619198495
139,45.73890103381842
140,49.826599402017756
141,48.300635529937324
142,62.96969723971446
143,61.9259722185228
144,76.25301436952617
145,71.22401287296957
146,66.55421455873099
147,63.62094969895033
148,59.50743050211369
149,55.69829351563489
150,52.17597268861449
151,48.90720150714882
152,45.87933551284081
153,49.68603970868413
154,49.92083762479575
155,46.8303671907266
156,45.47049773890702
157,42.727199633893505
158,40.194760629333395
159,41.343842155860216
160,48.39501318859614
161,45.73573770619759
162,44.56990336276722
163,41.887887939047516
164,39.41587569227593
165,37.99977642712905
166,47.01147539860303
167,44.14801246234289
168,41.494427150879595
169,47.038199433555064
170,44.15050998334273
171,41.469178667999394
172,38.987294771783304
173,36.75709736969734
174,34.652031691525764
175,32.80001686388428
176,31.030214430130762
177,34.863179636905
178,32.92819065148888
179,31.144564433057248
180,29.502649056609368
181,27.99111255532784
182,28.133079491747324
183,27.47482936623254
184,26.120948315139266
185,24.88286514552952
186,24.074157607711683
187,23.02213888949065
188,23.71326741556493
189,22.70088462638637
190,22.11999764095855
191,22.944973431305378
192,21.975101427302246
193,22.710421730614353
194,21.76744832709589
195,30.56748984286973
196,28.951703068322626
197,27.47112145998677
198,26.110021652124072
199,27.47155152102059
200,26.102370299701487
201,24.837936070881156
202,23.848180186964214
203,25.37146828909245
204,24.190673787918957
205,23.11826264618614
206,22.303791641789957
207,21.421111132845795
208,20.6421963225687
209,19.925379051839567
210,19.278461461400013
211,18.69118228776537
212,18.156080667307414
213,20.309123741120512
214,19.644448962268843
215,19.02061079217056
216,18.44537146137593
217,18.303490233734603
218,17.783660273307525
219,23.571637488533597
220,24.8962547042031
221,23.762458099704943
222,22.70842454769589
223,21.738093936837608
224,21.696013009189247
225,20.811050779181393
226,24.648964407499427
227,25.845282051350722
228,25.515155394331895
229,24.32205888170589
230,23.227949146205304
231,22.23789475502798
232,21.330497391559465
233,20.503948003585595
234,20.40804460773966
235,20.366203197409362
236,20.22142920290151
237,21.645124762636165
238,21.844943404935364
239,20.957515014924933
240,23.14349370275194
241,22.85602845218603
242,21.88539364955689
243,20.98390280366223
244,20.166212340158502
245,19.572414174890092
246,18.883737757311028
247,19.21097429693855
248,18.56293538354066
249,17.967670958389572
250,17.706467686546453
251,17.232196055634315
252,16.831142394987655
253,16.470701953831767
254,16.140294653590413
255,15.87548353805987
256,15.63571851763033
257,15.428801093527438
258,15.313162977302248
259,15.136409332835969
260,14.971178184429657
261,14.836495691491548
262,14.706562672090968
263,15.083283326313754
264,14.9002568670968
265,14.906308744007562
266,14.715620661275462
267,14.534022025343614
268,14.509126233898854
269,14.503043798998114
270,14.346298633391799
271,15.036363632665195
272,15.958984409846629
273,15.635097430854241
274,15.386591392535003
275,15.130987793288948
276,18.91867410071621
277,19.60406670698529
278,21.266804514488037
279,20.42469566650616
280,19.73826538697122
281,19.048769539563764
282,18.404467174962686
283,17.80809466103138
284,17.271566913911776
285,16.78542556040173
286,17.409597341813686
287,16.90657979215822
288,16.634470342400682
289,16.205751375663006
290,15.823242570423682
291,15.568077063395226
292,15.691813077582118
293,15.38184265528967
294,15.266987904041763
295,19.916337027715972
296,19.161764964758007
297,18.48425240801401
298,18.055476588726613
299,17.76045545603107
300,17.19312938540015
301,17.14395632929738
302,16.758422106116452
303,20.3681160544831
304,19.579096977659116
305,18.855212992352694
306,18.19692394119798
307,17.599267185735368
308,17.061490577951787
309,16.581785136066056
310,16.56971980992903
311,16.152065999492333
312,15.757041846131187
313,15.472995032376017
314,15.196850298866577
315,14.95402386816441
316,17.29365830965429
317,16.835360689546643
318,16.407740912411914
319,16.02738949546554
320,15.694662281753793
321,15.384923991576061
322,19.970591318177757
323,19.23316248695299
324,18.540115309203177
325,17.896166046961017
326,17.57209274090366
327,17.089805791844036
328,19.33159633155095
329,18.606582611295448
330,18.1106267392415
331,17.54901843536948
332,18.21133220499903
333,26.195635936414178
334,24.932165732203845
335,25.125356467860648
336,31.33080900019323
337,30.439379755487405
338,28.789471904790886
339,27.280003306108025
340,25.90429239973958
341,31.253162124958926
342,29.533098277908383
343,27.942069223128097
344,26.4862068426071
345,25.463702885542656
346,24.20641267567989
347,23.067034982376715
348,22.023676166710686
349,22.66509751753518
350,21.663080223982732
351,20.754833281177042
352,19.927266591427884
353,19.182176007842468
354,18.50096815073233
355,18.89636162004345
356,18.22158867018081
357,17.879433478124845
358,17.317659212687463
359,16.814330399598575
360,16.655743992430892
361,21.381822322835013
362,20.487626237405895
363,19.645274700336355
364,19.344631004784077
365,18.60630903583399
366,17.96274990134976
367,17.385192451365214
368,16.848097825975124
369,16.3615159571135
370,15.932103710395989
371,15.545081279482934
372,15.697458079375979
373,15.3411582476836
374,32.91905140938482
375,31.01605382473689
376,35.2338780437524
377,33.13298786404004
378,31.57718132525682
379,29.77058065051783
380,28.108311695793997
381,26.5881590571585
382,25.661493382368807
383,24.348348448885783
384,23.151209254578905
385,22.06839573497864
386,23.964377098540506
387,22.801418417492457
388,28.623593315493615
389,27.058465295031986
390,27.885843797542893
391,26.78084592509596
392,25.386031838033517
393,24.26394201964103
394,24.34672486207418
395,31.060624673705203
396,29.41363604320489
397,29.965835045773712
398,28.509216515442215
399,27.095033187100736
400,25.85628719403325
401,31.260767914854977
402,29.656711713185498
403,28.147169797817078
404,26.999387413613317
405,25.711667657799328
406,25.30686748331906
407,28.731509206117785
408,27.953647598246096
409,27.289854675614563
410,37.45463893560927
411,35.33728646474844
412,34.4046970284558
413,32.56667305158679
414,30.87300881119764
415,31.682806403126875
416,30.819752168652766
417,29.26470059347861
418,32.06692104754714
419,31.420237397125767
420,48.98167030752904
421,49.127240884133606
422,46.15733394990427
423,54.86196380516992
424,51.463144745351514
425,48.33111520760208
426,45.419871593812665
427,48.73904945372592
428,45.851344244867754
429,43.22636956725825
430,40.79130394344837
431,38.53727020859439
432,39.27345958330495
433,37.12897275065347
434,35.26780115457833
435,33.424182957062
436,36.05435402354798
437,34.131627008749035
438,43.435983855911005
439,40.90350583581889
440,51.78290982414879
441,49.23446039607058
442,52.46139459193595
443,52.76900050903606
444,52.64234261352436
445,53.00282475371525
446,49.74604447462287
447,46.72514591501687
448,45.75979660191748
449,43.0411499019593
450,42.29233789481997
451,44.801193510082264
452,42.15309982148943
453,43.69368256323826
454,41.15236791301852
455,38.89055097505985
456,42.67491951324509
457,40.379391438391956
458,138.68534584001858
459,131.28355894668266
460,136.4973037589392
461,127.29075375673796
462,118.72094540980906
463,132.1672826050551
464,156.52296853814084
465,145.87703408783898
466,141.58463126806663
467,131.988860611902
468,123.73014790151471
469,116.09042459935584
470,108.30277743323926
471,101.14122121115857
472,113.34292687485579
473,128.00348835916796
474,119.34179482814903
475,111.92992675686855
476,108.57517344591997
477,131.27763600956118
478,122.38067113842285
479,145.57406444556946
480,135.66186887058444
481,126.44514364230014
482,117.87578164126269
483,109.91279955547142
484,102.50795506159211
485,95.6251031396327
486,89.94130286557161
487,83.9571480950682
488,78.39902517299969
489,83.49626475184692
490,77.95989039034076
491,72.82592840499603
492,68.06297407641213
493,63.64491380647511
494,64.4026592287188
495,60.962637897657174
496,57.06328508062647
497,57.269451695338795
498,53.64780839753849
499,50.28868430230236
500,47.17791477521628
501,44.301832135014905
502,41.64933150279892
503,39.21120674636716
504,36.960312661262556
505,37.98771078714626
506,35.82614529555067
507,33.836622337762655
508,32.52461342843458
509,35.5132688910925
510,33.548884645368275
511,31.739952577787616
512,30.28925267180217
513,42.717318043583774
514,40.168838746251595
515,37.81208790143577
516,40.0950213807019
517,38.38161838836972
518,36.17474247849597
519,42.43962761572488
520,40.06992017315472
521,37.71176556411229
522,35.54591544340843
523,33.54151100364483
524,38.6431076933616
525,48.54372281279876
526,49.01425271751277
527,62.87240734949792
528,58.78502669010584
529,54.99259491091355
530,53.657711368878104
531,50.243930469588804
532,47.077969635600574
533,44.15469234658288
534,41.447537996340415
535,39.0358820302056
536,36.72515300932349
537,34.911046981826324
538,38.60633834698927
539,42.559750691155486
540,98.053437887395
541,91.42866307429003
542,85.38093066075949
543,79.9154904483048
544,84.35108515992927
545,78.72322320195188
546,73.48925049780499
547,74.16100492219354
548,71.91615345411748
549,67.17495352859437
550,64.33922430309092
551,60.150142250638964
552,56.26362393679005
553,52.66430911746912
554,55.897066171588335
555,54.8893588256504
556,51.77285275382796
557,48.53261675427069
558,45.53824700105788
559,43.5505684013249
560,40.928523911773986
561,44.54743043039063
562,41.846091990163515
563,39.419798874014155
564,37.11826444461786
565,37.61004445707403
566,38.31083215044098
