,0
0,24.89298021335704
1,26.55884734694741
2,25.793507695323218
3,27.69941138292977
4,28.15380860466065
5,26.71473115988649
6,25.65435692969679
7,25.3439087821449
8,24.578414943108537
9,23.97312238049792
10,23.521966805087082
11,23.29634938790874
12,22.60145470475211
13,23.53863387886006
14,26.972051826166116
15,25.764760156693136
16,25.70610117388304
17,24.791586134179674
18,23.985066318989514
19,23.288144338760034
20,22.502940004108975
21,23.069010347912403
22,28.15063193260247
23,26.928720592202453
24,25.84030046480721
25,26.253523919669917
26,26.316406605442765
27,25.78382277819177
28,24.827940612024605
29,24.081844008909965
30,23.259135663255503
31,22.67964250103385
32,25.10206900724796
33,24.30242303133547
34,23.452946982441944
35,22.991227037291274
36,22.366440528485708
37,22.27115095623907
38,24.84528847580479
39,24.6752683619349
40,23.768659712067105
41,34.87442175055867
42,34.22145300807721
43,32.24056976973244
44,36.13314541999107
45,35.30580646629132
46,33.217794190898054
47,34.428974555341235
48,33.497938364604714
49,32.199530482063196
50,31.92608426393574
51,30.486178337575726
52,30.888191601593803
53,30.594667818796136
54,29.49775766171786
55,27.98451816318939
56,26.670161940445205
57,26.281539973010986
58,25.216388449857902
59,24.560237674908503
60,30.86413118362367
61,29.526480428951334
62,28.502202629497138
63,36.64211952447122
64,38.29696744764347
65,44.882364057740105
66,42.06359521426685
67,40.61401979886054
68,38.01539836732586
69,36.30802470162842
70,34.65370452530377
71,33.24005840857406
72,31.377748329623476
73,30.321311327607216
74,29.15222900623963
75,27.73880260077841
76,28.566454744781264
77,27.2479120497955
78,26.138631428990184
79,29.407492768671847
80,28.91512484315637
81,29.35767640733656
82,28.583447246053957
83,28.38179774301911
84,30.017588613685053
85,28.603590779370986
86,30.56618782950905
87,30.249472469113062
88,40.70259416579636
89,65.5072751661588
90,80.41790212332157
91,95.48090281164748
92,88.01508585575304
93,81.63477803586045
94,76.08329819994279
95,72.78307298132837
96,67.79711111079384
97,64.37378308414459
98,61.35370317152435
99,56.88434531909495
100,54.31430555450835
101,52.25835065649641
102,53.02984221342219
103,49.43995123490303
104,46.639706363608944
105,43.62884674819741
106,41.626993238871606
107,38.94128997325838
108,37.066664476996344
109,34.796853281236565
110,39.371169780609954
111,37.24748756618573
112,36.88343462679267
113,40.86772540470789
114,39.39727279043419
115,36.934486306122345
116,34.81412345440731
117,32.952362449224786
118,31.520511313933767
119,29.85449295719027
120,32.65611287220103
121,32.35463759331321
122,30.723439408748995
123,29.52881825811147
124,28.60977499709618
125,29.33108107100546
126,28.006167571396276
127,31.762016561399392
128,36.56611640885092
129,34.74797968279312
130,33.08836710778117
131,31.472321064930256
132,44.190375951653195
133,47.98854862810842
134,49.9315608104468
135,46.58429678805024
136,49.85772659115789
137,46.63297543413231
138,46.39862461887341
139,44.75331551072018
140,46.598996347822535
141,44.683919471086824
142,54.54431608647291
143,53.09990798856439
144,63.40698661731645
145,62.76246403649312
146,67.76293550904035
147,63.688029452892124
148,59.345097325226114
149,55.08982318367031
150,52.394608484907664
151,53.059748501650056
152,49.56366787004426
153,50.2884028268124
154,49.0428141380895
155,45.976755559025726
156,44.03227257015957
157,45.00617430856546
158,42.065152280019184
159,41.65049773697594
160,45.41964997753716
161,42.73246992536602
162,41.214240706031454
163,40.54160001820075
164,38.017799664013616
165,36.424471234873366
166,42.19571835698306
167,43.3131195688166
168,47.78453394400902
169,49.29433934869232
170,48.98296769619328
171,45.7810427961759
172,44.024260474061286
173,41.04120638823366
174,38.8246494892402
175,36.374194020247295
176,34.970167445024785
177,36.272396580111774
178,36.072807272110076
179,37.01591905159255
180,35.1391866341015
181,33.948970071266935
182,32.73110873239719
183,31.196501476820995
184,30.044464619757658
185,28.258227033171558
186,26.895596165511485
187,26.263045719745666
188,25.962496950924553
189,26.584999798646734
190,25.3361835885016
191,25.047781650004055
192,24.967335665779856
193,24.67769132569841
194,25.077522452865125
195,29.888598876348727
196,29.450854380472233
197,27.865468290104754
198,26.804946514270256
199,27.124431702341546
200,30.634568208886105
201,29.64885823092752
202,27.94063103585478
203,27.940999337595475
204,28.433578569418824
205,28.08196101208243
206,26.58006445978492
207,25.240270878535444
208,23.964023591392944
209,24.91616772393443
210,23.653879895913885
211,22.79254013782734
212,21.90988393513324
213,22.510932300295988
214,21.536744833259323
215,20.713427933677746
216,19.90897432124077
217,19.408339361766625
218,18.972217262872068
219,22.44205592497129
220,23.12020571116156
221,22.03780615138716
222,25.130659989855516
223,24.043844672655013
224,23.25586848792318
225,22.025473112606313
226,23.966949749233333
227,24.343151456998903
228,23.809102373847438
229,22.7299435932859
230,21.689801576308664
231,21.41993581120828
232,20.457021507726083
233,19.714781506199806
234,19.39343307001652
235,19.137707826728267
236,18.886257787477383
237,19.784730483863004
238,19.791086278024135
239,19.87588939156405
240,21.21359143863694
241,20.83517070318092
242,20.497860304789143
243,22.049289568720255
244,21.905402084730163
245,20.835517483863764
246,20.97344122885101
247,20.496491585548615
248,20.275254288783827
249,19.804995733279224
250,19.026425491213633
251,18.264994955980963
252,17.807281816128583
253,18.707118575281193
254,17.959324868725858
255,17.306541972241277
256,16.817483699325066
257,16.39603229836392
258,16.078503612769627
259,15.769613100258516
260,16.051667236473538
261,15.670181161953828
262,16.992932165119797
263,16.749281483218336
264,16.143300337992752
265,15.723237304395045
266,16.698302550912707
267,17.146504850889876
268,16.436303793977164
269,15.856978177014613
270,15.999263361121356
271,15.916044935760931
272,16.093974891313874
273,15.44963813564127
274,14.927971246731097
275,15.227565250960222
276,17.566360383643108
277,17.9708408884913
278,19.069267330744253
279,20.127665581577347
280,19.26650802139844
281,18.85140733962454
282,17.95672525481073
283,17.187596198155333
284,16.760001922375643
285,16.745559701138763
286,16.742016130690065
287,16.512552023998342
288,15.897403726665013
289,17.416897261485257
290,17.589599262166935
291,16.69924466411502
292,16.189437764906703
293,15.855543212834242
294,15.288724843388165
295,18.185413257106585
296,18.057662824567984
297,19.89843654915402
298,18.839102702303812
299,17.946584067553946
300,20.471933954671652
301,19.49536055386148
302,18.48069372119776
303,20.191306094259865
304,19.08050683420141
305,22.66657189646097
306,22.69927252449832
307,21.244930838792072
308,20.101385014200616
309,18.955626113723003
310,18.14171514581224
311,17.60721916507405
312,17.476503388663698
313,16.557677265771147
314,17.1215767645265
315,16.334122272509486
316,17.390049857784376
317,22.40808505024871
318,21.0690096727279
319,20.6772970650058
320,21.137016656320686
321,22.316464260828003
322,23.522995774761977
323,22.139837250196635
324,21.754630998733212
325,20.32231093817823
326,19.25605370253388
327,18.189573981580892
328,18.993422489760118
329,19.278459427033756
330,18.282037155645238
331,17.466648688064755
332,17.609604342713396
333,23.146914936629038
334,22.031714947412997
335,22.00795280295009
336,26.578019811265747
337,25.730571790694736
338,25.574444539724333
339,25.989412807764175
340,24.533209075448823
341,27.924358856775154
342,26.490026655851874
343,29.702759076989757
344,27.841931069314477
345,26.28664821084287
346,27.36102645880894
347,25.541672574675545
348,24.282142126922693
349,23.81573448702008
350,23.689887215348573
351,22.23580453893465
352,21.26985879018144
353,21.370143234947975
354,21.103837546767526
355,20.47894370602809
356,19.195613179647385
357,18.279371436692138
358,17.77389135382156
359,16.798165591019323
360,16.200856149429637
361,19.25696842748518
362,18.75998684224218
363,19.844044145800012
364,18.909016763188085
365,18.015611720232826
366,17.769136652361272
367,17.16262152959042
368,16.141679669019663
369,15.201232115111358
370,15.519179662698585
371,14.66690785519745
372,14.300791161616367
373,13.527080281697506
374,26.911435350648013
375,26.231137098404957
376,29.20013541277689
377,35.36878545923753
378,32.96660942495473
379,30.86653882766013
380,28.793927159057645
381,30.008110929020535
382,28.129388039637124
383,26.187471661314515
384,24.33354303359093
385,22.721696471362566
386,23.19155707428769
387,21.667307341594523
388,25.298412796910583
389,25.659395514467707
390,25.516513354681017
391,24.106530008321634
392,22.641354749454635
393,21.378216776118382
394,21.15341534377026
395,26.146946115097077
396,24.72739697477375
397,25.142173071888752
398,24.149054104233844
399,23.269193575224836
400,22.50088020320699
401,26.833785156097896
402,25.706530601633727
403,27.068391054603023
404,25.933866277456357
405,31.116925448408153
406,29.72441792305104
407,30.765135343881813
408,29.488377664950978
409,28.396387784588526
410,34.738782367076354
411,33.33558486832819
412,32.40574044946967
413,35.986461080414024
414,34.18010970401979
415,33.83198586154106
416,32.595404527525965
417,30.967685380836038
418,32.28959532548058
419,31.49317088385043
420,43.37226159278653
421,43.24833885927703
422,41.605065830031535
423,47.667719485974516
424,44.76591368014326
425,42.15498061515242
426,40.06553755337651
427,42.51719414495766
428,40.379455594100925
429,38.647076756711684
430,40.514961042707064
431,42.433059532042016
432,41.92836375505121
433,43.21564095053148
434,40.8809654023435
435,40.56459447555409
436,40.7965417655503
437,38.536082561222905
438,43.33093707178125
439,40.79977747514551
440,47.511232427401545
441,45.12507493424326
