"Date","sigma_hat"
2000-01-14,37.7031074271285
2000-01-21,36.7034257639106
2000-01-28,37.9834160840631
2000-02-04,38.698528478083
2000-02-11,33.090304344069
2000-02-18,32.7640886603385
2000-02-25,33.3635986626618
2000-03-03,33.2566576897574
2000-03-10,33.2548172924353
2000-03-17,32.6117656240607
2000-03-24,32.8700748887397
2000-03-31,30.7433707111253
2000-04-07,31.4643196103275
2000-04-14,33.3735894360568
2000-04-21,27.5495709456418
2000-04-28,28.080645517263
2000-05-05,27.9251024450111
2000-05-12,27.7699103507932
2000-05-19,27.6021114516503
2000-05-26,22.5036526921586
2000-06-02,23.2684515008341
2000-06-09,25.3902556394485
2000-06-16,24.3610171603362
2000-06-23,19.2250251518633
2000-06-30,20.2663246235747
2000-07-07,21.4179631700282
2000-07-14,22.1521274301337
2000-07-21,20.4736089968817
2000-07-28,20.7157993444742
2000-08-04,17.2972900630299
2000-08-11,17.6042643717281
2000-08-18,19.2293303875656
2000-08-25,19.5387331873323
2000-09-01,18.2402568812109
2000-09-08,18.2255514725823
2000-09-15,18.0570590334635
2000-09-22,18.4564696212041
2000-09-29,19.9440153809175
2000-10-06,20.8898278080096
2000-10-13,18.5595867606082
2000-10-20,20.9449056632973
2000-10-27,22.3664375861998
2000-11-03,20.8235725741557
2000-11-10,23.0475883967188
2000-11-17,24.2133105330498
2000-11-24,21.9999778733197
2000-12-01,23.72145990566
2000-12-08,24.6749170869862
2000-12-15,25.495912373991
2000-12-22,26.5971474758555
2000-12-29,26.2483749812568
2001-01-05,27.7705631397068
2001-01-12,28.9822947626017
2001-01-19,29.4753175468032
2001-01-26,26.3239391184791
2001-02-02,25.5302242480594
2001-02-09,25.9692328650357
2001-02-16,22.7288807396881
2001-02-23,22.5300323737157
2001-03-02,24.7046711643854
2001-03-09,24.3793897781576
2001-03-16,24.9697175375475
2001-03-23,27.5287230469288
2001-03-30,29.505730129289
2001-04-06,32.4492681064217
2001-04-13,31.4170302333936
2001-04-20,32.7274269494132
2001-04-27,29.6169340038763
2001-05-04,30.3754816603296
2001-05-11,30.4655443753461
2001-05-18,31.117035028942
2001-05-25,30.0495428745062
2001-06-01,30.2340604999747
2001-06-08,29.9371541472814
2001-06-15,28.8982219104409
2001-06-22,30.0980107121179
2001-06-29,26.3524186642615
2001-07-06,23.6212179556013
2001-07-13,25.4465053225625
2001-07-20,26.0666857169233
2001-07-27,27.2013309239744
2001-08-03,27.3406122776978
2001-08-10,28.3793453827505
2001-08-17,29.8966726507159
2001-08-24,27.1947264637601
2001-08-31,29.0347140520978
2001-09-07,29.7541798174246
2001-09-14,32.7063455744004
2001-09-21,36.9619621701423
2001-09-28,41.4111982246073
2001-10-05,46.4474662864305
2001-10-12,42.0820027892264
2001-10-19,42.6515478556314
2001-10-26,43.2277063978223
2001-11-02,45.5145784507271
2001-11-09,45.3470665148779
2001-11-16,46.9569399002445
2001-11-23,48.5240437203295
2001-11-30,46.2279083703002
2001-12-07,47.1509602356669
2001-12-14,48.5419360919539
2001-12-21,50.7866860395574
2001-12-28,49.1488862590483
2002-01-04,49.0584372125596
2002-01-11,47.6071757460732
2002-01-18,47.375895510583
2002-01-25,44.6199980409574
2002-02-01,44.485763417794
2002-02-08,35.3133515097869
2002-02-15,37.792059045615
2002-02-22,37.725121736801
2002-03-01,38.7984376746307
2002-03-08,41.4358568230162
2002-03-15,42.2971802086773
2002-03-22,40.5171903976155
2002-03-29,39.5854602474611
2002-04-05,38.8865594427316
2002-04-12,38.047488882076
2002-04-19,33.9755619982832
2002-04-26,36.0655603527024
2002-05-03,36.8018317636153
2002-05-10,35.7797592428054
2002-05-17,34.9130350897154
2002-05-24,35.0845477208103
2002-05-31,36.0704722839819
2002-06-07,33.1936363853884
2002-06-14,35.1832345916494
2002-06-21,37.5560470583862
2002-06-28,36.5642622878399
2002-07-05,36.0502850461528
2002-07-12,33.4062017403518
2002-07-19,36.686344611321
2002-07-26,39.3955837908905
2002-08-02,41.8651299384257
2002-08-09,39.1460076348419
2002-08-16,42.0220104777963
2002-08-23,39.6750888659183
2002-08-30,41.6551915634625
2002-09-06,42.430654459106
2002-09-13,44.6782488319097
2002-09-20,45.0077941063359
2002-09-27,48.65588875365
2002-10-04,49.9917830426425
2002-10-11,54.0380423092809
2002-10-18,56.465908660599
2002-10-25,60.2682083496937
2002-11-01,59.809970690053
2002-11-08,58.216356313543
2002-11-15,47.1152267229867
2002-11-22,47.9751496161746
2002-11-29,50.4267640812959
2002-12-06,49.2660020606224
2002-12-13,51.3105623731657
2002-12-20,52.3426510972508
2002-12-27,50.8546469450929
2003-01-03,50.6385563607796
2003-01-10,52.6290515989127
2003-01-17,38.7256947785084
2003-01-24,40.0882229734832
2003-01-31,42.6819194746707
2003-02-07,41.0800961328085
2003-02-14,41.554416212132
2003-02-21,42.9054766760061
2003-02-28,32.9013661928699
2003-03-07,33.0207481333552
2003-03-14,35.7243071609892
2003-03-21,37.9513540199071
2003-03-28,40.9169392284326
2003-04-04,43.2851316994438
2003-04-11,45.3400407131869
2003-04-18,44.5108127980979
2003-04-25,45.5379925673926
2003-05-02,40.8372952402372
2003-05-09,40.8930120480233
2003-05-16,37.2694180505313
2003-05-23,37.8758386695153
2003-05-30,39.5236894957383
2003-06-06,40.8825333780496
2003-06-13,42.6926108907847
2003-06-20,42.4494758566346
2003-06-27,42.9325657790806
2003-07-04,42.6628849292613
2003-07-11,41.5114359215259
2003-07-18,41.5952807698144
2003-07-25,38.2812716924538
2003-08-01,36.3730553495511
2003-08-08,36.75798118172
